,year_built,residential_units,commercial_units,land_sqft,gross_sqft,total_units,sale_price,NumBldgs,NumFloors,sale_month,sale_day
30900,1931,4,0,1667.0,2306.0,4,997899.0,1.0,3.0,6,21
31008,1920,1,0,2492.0,1408.0,1,996000.0,2.0,2.0,2,24
31356,1945,2,0,2280.0,1800.0,2,995000.0,2.0,2.0,12,21
31380,1901,2,0,2000.0,2700.0,2,995000.0,1.0,3.0,12,5
31392,1930,1,0,1547.0,1332.0,1,995000.0,1.0,2.0,1,18
31416,1960,1,0,4317.0,2424.0,1,995000.0,1.0,2.0,4,27
31428,1925,3,0,2250.0,1800.0,3,995000.0,2.0,2.0,9,19
32016,1940,2,0,1974.0,2520.0,2,990000.0,2.0,2.0,4,11
32028,1920,1,0,2095.0,1928.0,1,990000.0,1.0,2.0,9,11
32040,1905,3,0,2003.0,1860.0,3,990000.0,1.0,2.0,11,13
32052,1920,1,0,1950.0,1410.0,1,990000.0,2.0,2.0,6,29
32064,1925,1,0,3000.0,1792.0,1,990000.0,1.0,2.5,4,25
32232,1950,2,0,2100.0,1680.0,2,988000.0,1.0,2.0,4,3
32796,1935,1,0,2000.0,1905.0,1,980000.0,1.0,2.0,6,28
32808,1930,2,0,2383.0,1960.0,2,980000.0,1.0,2.0,1,11
32820,1926,1,0,2200.0,1404.0,1,980000.0,2.0,2.0,9,25
32844,1901,2,0,2003.0,2736.0,2,980000.0,1.0,2.0,4,24
33264,1925,2,0,2604.0,2600.0,2,975000.0,2.0,2.0,12,6
33276,1925,3,0,1800.0,2430.0,3,975000.0,1.0,2.0,12,5
33576,1925,2,0,1800.0,2232.0,2,970000.0,1.0,2.0,1,10
33588,1920,1,0,3000.0,1620.0,1,970000.0,1.0,2.5,8,30
33840,1933,2,1,1905.0,3420.0,3,965000.0,2.0,3.0,7,11
35004,1925,1,0,2240.0,2080.0,1,950000.0,2.0,3.0,1,11
35028,1930,2,0,1800.0,1480.0,2,950000.0,1.0,2.0,8,23
35040,1905,2,0,1500.0,1800.0,2,950000.0,1.0,2.0,6,6
35052,1910,2,0,2129.0,1500.0,2,950000.0,1.0,2.0,3,16
35064,1925,2,0,4000.0,1708.0,2,950000.0,2.0,2.5,7,14
35088,1925,1,0,4000.0,1851.0,1,950000.0,2.0,1.75,9,13
35484,1930,2,0,1800.0,1880.0,2,944265.0,1.0,2.0,9,28
35736,1950,2,0,1885.0,1928.0,2,940000.0,1.0,2.0,1,17
35748,1905,2,1,1377.0,3520.0,3,940000.0,1.0,3.0,12,27
35856,1930,2,1,1933.0,3800.0,3,938000.0,1.0,3.0,8,31
36012,1910,2,0,2000.0,2370.0,2,935000.0,1.0,2.0,7,20
36420,1930,1,0,2000.0,1408.0,1,927000.0,2.0,2.0,11,15
36768,1901,2,0,2555.0,3492.0,2,925000.0,1.0,2.0,3,10
37116,1925,1,0,2000.0,2035.0,1,920000.0,1.0,2.0,6,7
37128,1920,1,0,3000.0,1620.0,1,920000.0,2.0,2.0,11,1
37452,1930,2,0,2000.0,3806.0,2,915000.0,1.0,2.0,9,25
37500,1925,2,0,2000.0,1440.0,2,912500.0,2.0,2.0,4,5
37764,1930,2,1,1375.0,4125.0,3,909000.0,1.0,3.0,10,30
37944,1965,2,0,1978.0,2964.0,2,905000.0,1.0,3.0,5,11
38772,1925,1,0,1225.0,1024.0,1,900000.0,2.0,2.0,10,3
38784,1945,3,0,1800.0,1800.0,3,900000.0,2.0,2.0,4,26
38796,1925,2,1,2225.0,3132.0,3,900000.0,1.0,2.0,7,20
38820,1920,1,0,1775.0,1196.0,1,900000.0,2.0,2.0,6,21
38832,1901,2,0,2000.0,2144.0,2,900000.0,1.0,2.0,9,25
38856,1925,1,0,3900.0,1343.0,1,900000.0,2.0,1.5,1,30
38880,1899,1,0,2500.0,1040.0,1,900000.0,2.0,2.0,4,4
39744,1920,1,0,2800.0,1710.0,1,890000.0,2.0,2.0,1,18
39816,1910,4,0,3238.0,3168.0,4,889000.0,2.0,2.0,1,18
40032,1975,1,0,4000.0,2080.0,1,885000.0,1.0,2.0,5,2
40140,1940,2,0,2127.0,1652.0,2,882500.0,1.0,1.0,12,1
40944,1925,2,0,2016.0,1600.0,2,875000.0,1.0,2.0,12,20
41124,1960,1,0,4000.0,2116.0,1,872500.0,1.0,1.0,10,17
41340,1931,4,0,2698.0,3198.0,4,870000.0,1.0,2.0,5,10
41436,1930,1,0,2500.0,1408.0,1,868750.0,2.0,2.0,8,3
41460,1925,1,0,1700.0,1518.0,1,868000.0,1.0,2.0,3,23
42120,1899,2,0,2100.0,3492.0,2,860000.0,1.0,2.0,4,28
42564,1899,2,0,1530.0,2160.0,2,851768.0,1.0,2.0,1,6
43284,1899,2,0,1800.0,2160.0,2,850000.0,1.0,2.0,4,25
43296,1920,2,0,2454.0,2400.0,2,850000.0,2.0,2.0,3,2
43308,1920,2,0,1800.0,2700.0,2,850000.0,1.0,2.0,2,13
43320,1925,1,0,1800.0,1288.0,1,850000.0,2.0,2.0,7,21
43332,1910,2,1,1700.0,3000.0,3,850000.0,1.0,3.0,8,3
43356,1910,3,0,1800.0,2994.0,3,850000.0,1.0,3.0,5,23
43692,1899,2,0,1900.0,1080.0,2,848000.0,1.0,2.0,8,11
43908,1899,2,0,1875.0,2700.0,2,844500.0,1.0,3.0,10,19
43920,1930,1,0,2025.0,1320.0,1,844000.0,2.0,2.0,10,31
43932,1910,3,0,2050.0,3272.0,3,843000.0,1.0,2.0,8,3
44220,1950,3,0,1840.0,1691.0,3,840000.0,1.0,2.0,9,22
44244,1910,2,0,2003.0,2532.0,2,840000.0,1.0,2.0,7,6
44352,1930,1,0,1957.0,1760.0,1,838031.0,1.0,2.0,7,3
44424,1910,2,0,1575.0,1631.0,2,836000.0,1.0,3.0,10,5
44592,1920,3,0,2667.0,2409.0,3,835000.0,1.0,2.75,7,20
44964,1925,2,0,1700.0,1518.0,2,830000.0,1.0,2.0,7,14
45516,1945,1,0,1619.0,928.0,1,825000.0,1.0,2.0,8,30
45528,1910,2,0,1760.0,2208.0,2,825000.0,1.0,2.0,10,26
45540,1935,1,0,2000.0,1664.0,1,825000.0,2.0,2.0,8,14
45780,1905,3,0,1900.0,2565.0,3,821000.0,1.0,2.0,5,8
46020,1920,3,0,1600.0,2802.0,3,820000.0,1.0,3.0,8,22
46356,1925,1,0,2000.0,1856.0,1,815000.0,2.0,2.75,9,15
46368,1930,2,0,2917.0,1840.0,2,815000.0,2.0,2.0,7,5
46848,1930,3,0,2900.0,2320.0,3,810000.0,2.0,2.0,10,13
47196,1915,1,0,2400.0,1257.0,1,805000.0,2.0,2.0,7,28
47376,1925,2,0,3900.0,2308.0,2,800002.0,2.0,2.0,11,15
48120,1910,2,0,1762.0,2660.0,2,800000.0,1.0,2.0,4,5
48144,1901,2,0,2000.0,3000.0,2,800000.0,1.0,2.0,10,16
48168,1950,2,0,2674.0,2080.0,2,800000.0,1.0,2.0,8,23
48180,1910,3,0,1900.0,3240.0,3,800000.0,1.0,2.0,12,18
48204,1899,3,0,1875.0,2250.0,3,800000.0,1.0,3.0,11,30
48216,1920,1,0,2500.0,876.0,1,800000.0,1.0,1.0,8,3
48228,1910,2,0,2003.0,2024.0,2,800000.0,1.0,2.0,10,3
48648,1901,2,0,1667.0,2112.0,2,799000.0,1.0,2.0,5,24
48900,1930,1,0,2250.0,1544.0,1,795000.0,2.0,2.5,8,4
50184,1901,3,0,2000.0,2700.0,3,780000.0,1.0,3.0,2,21
50820,1975,3,0,4625.0,3825.0,3,775000.0,1.0,3.0,1,11
50832,1901,2,0,1983.0,2470.0,2,775000.0,1.0,2.0,3,3
50844,1930,0,1,2650.0,2650.0,1,775000.0,1.0,1.0,4,27
50856,1940,2,0,2158.0,1606.0,2,775000.0,1.0,1.0,3,29
51372,1901,3,0,1783.0,1530.0,3,770000.0,1.0,2.0,11,15
51384,1920,2,0,2738.0,2480.0,2,770000.0,1.0,2.0,9,11
51396,1955,2,0,2000.0,2265.0,2,770000.0,1.0,3.0,4,4
51816,1930,2,0,2325.0,1672.0,2,765000.0,2.0,2.0,12,28
52080,1925,1,0,2000.0,1400.0,1,761250.0,1.0,2.0,9,18
52392,1910,2,0,3499.0,1976.0,2,760000.0,1.0,2.0,3,20
52404,1930,1,0,1800.0,1890.0,1,760000.0,2.0,2.0,6,20
52416,1930,2,0,3816.0,2103.0,2,760000.0,2.0,2.0,2,27
52644,1901,3,0,1500.0,3000.0,3,757500.0,1.0,3.0,6,27
52824,1920,2,0,2946.0,2052.0,2,755000.0,2.0,2.0,10,5
53892,1930,2,0,1216.0,1824.0,2,750000.0,1.0,2.0,5,10
53916,1945,2,0,2000.0,2580.0,2,750000.0,1.0,2.0,6,28
53940,1920,1,0,1300.0,975.0,1,750000.0,2.0,2.0,5,23
53952,1899,3,0,2667.0,3120.0,3,750000.0,1.0,2.0,8,24
53964,1930,3,0,2500.0,3270.0,3,750000.0,2.0,2.0,7,18
53976,1930,1,0,1692.0,1328.0,1,750000.0,1.0,2.0,11,14
54396,1910,2,0,2000.0,1988.0,2,749000.0,1.0,2.0,6,6
54696,1901,3,0,2000.0,2080.0,3,745000.0,1.0,2.0,6,8
55176,1901,3,0,2250.0,2560.0,3,740000.0,1.0,2.0,7,25
55188,1930,1,0,2000.0,2064.0,1,740000.0,2.0,2.0,8,17
55788,1950,1,0,4200.0,972.0,1,735000.0,1.0,1.0,9,25
56304,2001,2,0,2500.0,3120.0,2,730000.0,1.0,2.0,10,20
57060,1925,1,0,1600.0,1122.0,1,725000.0,1.0,2.0,6,22
57096,1930,2,0,1967.0,2180.0,2,725000.0,1.0,2.0,1,6
57708,1930,1,0,2300.0,1320.0,1,720000.0,1.0,2.0,7,14
57720,1925,1,0,2475.0,1260.0,1,720000.0,2.0,2.0,1,18
58188,1899,1,0,3075.0,1410.0,1,715000.0,1.0,2.5,3,6
58296,1925,1,0,2050.0,1400.0,1,714500.0,2.0,2.0,8,30
58848,1915,2,0,4000.0,1290.0,2,710000.0,1.0,1.75,9,5
58884,1930,2,0,2375.0,2793.0,2,710000.0,1.0,2.0,6,21
59292,1984,1,1,2450.0,1504.0,2,705000.0,1.0,2.0,6,21
59304,1931,4,0,2675.0,3280.0,4,705000.0,1.0,2.0,8,23
60396,1925,2,0,3058.0,2148.0,2,700000.0,2.0,2.0,6,19
60408,1925,3,0,2600.0,3420.0,3,700000.0,1.0,2.0,8,24
60420,1905,2,0,1667.0,1168.0,2,700000.0,1.0,2.0,6,15
60456,1960,2,0,1703.0,1836.0,2,700000.0,1.0,3.0,3,21
60480,1925,2,1,2000.0,2560.0,3,700000.0,1.0,2.0,8,9
60492,1920,3,0,2000.0,2700.0,3,700000.0,1.0,3.0,11,14
60504,1920,3,0,2900.0,2400.0,3,700000.0,2.0,2.0,7,28
61104,1899,2,0,1875.0,3152.0,2,696807.0,1.0,3.0,10,2
61308,1920,2,0,1820.0,1408.0,2,695000.0,1.0,2.0,12,21
62448,1899,2,0,2000.0,2000.0,2,685000.0,1.0,2.0,1,17
62460,1940,1,0,1600.0,1365.0,1,685000.0,1.0,2.0,9,11
63120,1920,0,1,1050.0,940.0,1,680000.0,1.0,1.0,7,11
63132,1910,1,0,1850.0,1400.0,1,680000.0,1.0,2.0,7,13
63936,1910,2,0,4007.0,4564.0,2,675000.0,2.0,3.0,2,24
63960,1920,2,0,1967.0,1482.0,2,675000.0,1.0,2.0,5,23
63972,1920,2,0,1800.0,2700.0,2,675000.0,1.0,2.0,5,30
64752,1901,2,0,2000.0,2108.0,2,670000.0,1.0,2.0,2,23
64956,1945,2,0,1680.0,1527.0,2,669000.0,1.0,1.0,2,15
65508,1910,2,0,2187.0,3048.0,2,663776.0,1.0,2.0,10,18
66108,1915,2,0,2000.0,2700.0,2,660000.0,1.0,2.0,1,11
66132,1930,2,0,2525.0,3900.0,2,660000.0,2.0,2.0,10,16
66420,1925,1,0,2000.0,1260.0,1,657500.0,2.0,2.0,11,28
66720,1940,1,0,1600.0,1400.0,1,655000.0,1.0,2.0,7,25
67008,1910,2,0,833.0,1500.0,2,651000.0,1.0,2.0,11,8
67920,1930,2,0,1650.0,1296.0,2,650000.0,1.0,2.0,11,22
67932,1930,4,0,2500.0,3116.0,4,650000.0,1.0,2.0,10,5
67968,1920,2,0,2000.0,2448.0,2,650000.0,2.0,2.0,1,25
67980,1920,2,0,2000.0,1800.0,2,650000.0,1.0,2.0,2,7
67992,1930,2,0,2000.0,1520.0,2,650000.0,1.0,2.0,1,11
68016,1940,2,0,2000.0,1596.0,2,650000.0,1.0,1.0,4,24
68028,1950,2,0,2000.0,1680.0,2,650000.0,1.0,2.0,9,19
69012,1950,3,0,2000.0,3440.0,3,645000.0,2.0,2.0,1,25
69720,1925,1,0,2933.0,1184.0,1,640000.0,2.0,2.0,7,20
