,year_built,residential_units,commercial_units,land_sqft,gross_sqft,total_units,sale_price,NumBldgs,NumFloors,sale_month,sale_day
3485,2016,2,0,2915,3930,2,3939998,0,2,11,16
3521,1959,2,1,4410,2700,3,3900000,1,3,2,17
3523,1899,3,0,2500,3344,3,3900000,1,3,6,29
3527,1931,6,0,2300,3700,6,3900000,1,3,11,29
3587,1899,2,0,2000,3360,2,3850000,1,3,6,7
3609,1920,2,1,1200,2720,3,3825000,1,3,4,6
3611,1930,4,0,2200,4400,4,3825000,1,3,6,12
3617,1899,2,0,2492,1444,2,3820000,2,2,1,3
3672,1902,0,1,3756,6750,1,3800000,1,3,3,29
3673,1899,3,0,1760,4532,3,3800000,1,3,1,24
3674,1925,1,0,4000,2360,1,3800000,1,2.75,6,16
3675,1899,3,0,1900,3458,3,3800000,1,3,12,4
3690,1931,4,0,2358,2622,4,3790705,1,3,6,15
3692,1920,5,0,2100,4560,5,3782000,1,3,4,28
3697,1901,2,0,1900,3620,2,3780000,1,3,9,29
3753,1920,4,0,2200,3510,4,3750000,1,3,8,2
3769,1919,3,1,2500,3750,4,3740000,1,3,4,7
3784,1922,2,2,3833,5358,4,3712500,2,2,9,7
3790,1931,6,0,3000,4950,6,3704000,1,3,8,7
3832,1901,2,0,1972,4290,2,3700000,1,3,3,6
3833,1901,2,0,1726,2730,2,3700000,1,3,9,26
3834,1981,0,1,4000,4000,1,3700000,1,1,5,2
3848,1905,4,0,1900,3573,4,3685000,1,3,11,1
3854,1931,1,1,2500,2000,2,3680000,2,2,11,28
3863,1900,4,0,2500,3375,4,3670000,1,3,8,29
3903,1958,2,0,3750,5217,2,3650000,1,2,2,8
3904,1899,2,0,1700,2955,2,3650000,1,3,2,27
3905,1901,2,0,2000,4654,2,3650000,1,3,2,23
3924,1931,0,1,1942,3300,1,3625000,1,2,5,2
3992,1899,2,0,1950,2736,2,3600000,1,3,4,28
3993,1899,2,0,1317,2392,2,3600000,1,3,7,7
3996,1901,1,0,1700,2559,1,3600000,1,3,1,13
4010,1901,3,0,1710,3640,3,3594500,1,3,5,11
4027,2000,2,0,2520,3269,2,3575000,1,3,12,5
4053,1930,1,0,6000,3600,1,3550000,2,2.5,1,9
4054,1899,1,0,1700,2559,1,3550000,1,3,5,24
4055,1901,2,0,1950,2850,2,3550000,1,2,6,30
4081,1899,2,0,1667,3378,2,3525000,1,3,5,25
4087,1910,1,0,4000,1820,1,3515000,1,2,5,16
4182,1931,0,1,6490,3660,1,3500000,1,3,9,5
4185,2003,1,0,4007,5568,1,3500000,1,3,2,21
4186,1930,3,1,1600,3360,4,3500000,1,3,1,18
4197,1930,1,0,4000,2559,1,3500000,2,2.5,11,14
4198,1925,1,0,4000,2908,1,3500000,2,2,8,9
4199,1925,1,0,4000,1720,1,3500000,2,2.5,10,2
4210,1800,1,0,1020,3327,1,3500000,1,3,12,12
4235,1901,2,0,1867,3600,2,3495000,1,3,6,13
4236,1899,2,0,1900,3384,2,3495000,1,3,2,28
4239,1926,2,1,2250,3623,3,3490000,1,3,12,11
4247,1931,4,0,3444,5766,4,3475528,1,3,6,30
4293,1900,4,0,1800,2700,4,3450000,1,3,7,25
4296,1910,1,0,1464,2146,1,3450000,1,3,5,12
4297,1901,2,0,1833,3432,2,3450000,1,3,9,25
4318,1931,0,1,3975,4500,1,3425000,1,2,1,12
4400,1899,2,0,2200,3740,2,3400000,1,3,6,20
4401,1899,2,0,1742,3396,2,3400000,1,3,2,13
4402,1901,2,0,1845,3024,2,3400000,1,2,6,29
4419,1931,6,0,2350,6225,6,3385000,1,3,1,31
4430,1925,1,0,6560,3040,1,3375000,1,2.5,9,7
4431,1901,2,0,2000,2748,2,3375000,1,2,8,29
4465,1925,1,0,4440,2081,1,3350000,1,2.75,3,10
4466,1901,1,0,1250,4480,1,3350000,1,3,9,12
4467,1900,3,0,1997,2280,3,3350000,1,3,1,30
4469,1901,1,0,2000,3424,1,3350000,1,3,12,18
4470,1901,2,0,2000,4196,2,3350000,1,3,5,18
4495,1899,3,0,2500,3150,3,3325000,1,3,6,30
4577,1899,2,0,1495,3120,2,3300000,1,3,3,24
4578,1931,2,1,1235,2318,3,3300000,1,2,8,31
4579,1920,3,0,4007,4852,3,3300000,1,3,8,30
4580,1901,2,0,2500,3772,2,3300000,1,3,8,15
4581,1900,4,0,2200,3300,4,3300000,2,3,1,30
4585,1930,1,0,4000,2048,1,3300000,1,2.75,6,29
4587,1899,2,0,1875,2880,2,3300000,1,3,9,21
4588,1899,2,0,1900,3800,2,3300000,1,3,1,27
4589,1899,3,0,1688,3800,3,3300000,1,3,8,30
4593,1963,0,1,2654,2560,1,3300000,1,1,8,1
4609,1901,3,0,1603,2912,3,3299000,1,3,1,26
4614,1920,4,0,2100,3780,4,3295000,1,3,7,27
4619,1901,1,0,1280,3072,1,3287500,1,3,1,30
4627,1999,0,1,1670,3332,1,3280000,1,2,4,4
4651,1899,2,0,1842,2358,2,3252500,1,2,12,15
4653,1899,2,0,2000,1400,2,3250197,1,2.5,9,7
4695,1899,3,0,2500,3800,3,3250000,1,3,5,2
4696,1910,3,0,2000,2700,3,3250000,2,3,4,21
4697,1900,4,0,2083,2499,4,3250000,1,3,9,6
4699,1899,2,0,2000,2130,2,3250000,1,2,7,25
4701,1901,2,0,2000,2820,2,3250000,1,2,6,22
4714,1910,3,0,2025,2970,3,3248000,1,3,9,28
4736,1931,4,1,2500,2850,5,3225000,1,3,9,19
4820,1899,1,0,1279,2880,1,3200000,1,3,8,2
4822,1958,0,1,3563,3000,1,3200000,1,2,6,28
4823,1899,3,0,1917,3240,3,3200000,1,3,12,15
4827,1927,0,1,4000,7000,1,3200000,1,1,6,21
4829,1901,2,0,2000,3200,2,3200000,1,3,2,22
4830,1901,2,0,1333,1624,2,3200000,1,2,1,12
4831,1910,3,0,2357,4000,3,3200000,1,3,11,29
4832,1930,6,0,2500,4125,6,3200000,2,3,5,3
4834,1899,3,0,2500,3500,3,3200000,1,3,8,2
4877,1901,3,0,2620,3904,3,3170000,1,3,12,19
4918,1901,2,0,1800,2430,2,3150000,1,2,9,28
4919,1901,2,0,2000,2980,2,3150000,1,2,7,31
4921,1930,2,1,2150,3375,3,3150000,1,3,12,14
4923,1910,3,1,2500,3500,4,3150000,1,3,8,25
4928,1899,1,0,3600,3306,1,3140000,2,3,9,12
4934,1899,1,0,2200,3193,1,3131118,1,3,10,27
4947,1899,3,0,1667,2142,3,3125000,1,3,3,20
4948,1899,2,0,2025,3960,2,3125000,1,3,1,11
4949,1931,6,0,2500,6000,6,3125000,1,3,8,15
4951,1910,4,0,2347,2997,4,3125000,1,3,10,13
4956,1931,0,2,4000,2400,2,3120000,1,1,11,1
4959,2016,1,0,1683,2625,1,3115845,1,3,11,28
5026,1931,0,1,2000,3600,1,3100000,1,3,9,13
5027,1931,6,0,2500,4350,6,3100000,1,3,9,28
5028,1899,3,0,2250,3950,3,3100000,1,3,11,9
5030,1900,4,0,2500,3375,4,3100000,1,3,4,26
5031,1931,0,2,3303,2650,2,3100000,1,1,8,22
5032,1931,0,1,5000,0,1,3100000,2,1,4,6
5038,1920,2,1,3125,3750,3,3100000,2,3,7,19
5063,1907,6,0,2750,5022,6,3089909,1,3,12,15
5064,1905,2,0,1601,2544,2,3089000,1,2,1,23
5079,1914,2,1,4056,3900,3,3075000,1,3,12,14
5115,1930,2,0,1575,1838,2,3050000,1,2.5,2,24
5116,1899,2,0,2000,2220,2,3050000,1,2,8,18
5117,1931,3,0,1895,3618,3,3050000,1,3,2,6
5118,1900,4,0,2083,2499,4,3050000,1,3,7,20
5119,1901,3,0,1608,2970,3,3050000,1,3,12,19
5120,1931,4,0,2000,3000,4,3050000,1,3,1,31
5121,1920,2,0,2533,1656,2,3050000,2,2,6,7
5128,1901,2,0,1009,1824,2,3045000,1,3,7,27
5140,1900,4,0,1400,3200,4,3030000,1,3,4,21
5141,1901,2,0,2000,3360,2,3028000,1,3,9,11
5151,1910,2,0,2000,3215,2,3025000,1,3,6,21
5152,1936,6,0,2500,5062,6,3025000,1,3,9,26
5280,1931,1,1,1139,1760,2,3000000,1,2,6,28
5281,1931,0,3,1755,2700,3,3000000,1,2,10,24
5283,1914,0,2,2517,5000,2,3000000,1,2,3,29
5286,1901,1,0,3140,3544,1,3000000,1,3,5,26
5288,1905,4,0,2000,3360,4,3000000,1,3,12,5
5289,1899,3,0,2000,1955,3,3000000,2,2,8,9
5292,1925,1,0,4000,2064,1,3000000,2,2,11,28
5293,1920,1,0,4820,2232,1,3000000,2,2.5,5,16
5295,1901,1,0,1734,2730,1,3000000,1,3,9,11
5297,1901,2,0,1763,2258,2,3000000,1,2,8,25
5299,1920,3,0,2400,3563,3,3000000,1,2,11,28
5354,1899,2,0,1946,3050,2,2995000,1,3,2,17
5359,1910,2,0,2000,2880,2,2990000,1,3,7,11
5392,1931,5,1,2094,5326,6,2970000,1,3,11,9
5442,1925,1,0,4200,3110,1,2950000,2,2.75,4,5
5443,1899,2,0,1650,2880,2,2950000,1,3,4,21
5446,1899,3,0,1890,3780,3,2950000,1,3,1,19
5447,1931,1,1,1660,3000,2,2950000,1,2,12,7
5448,1930,2,0,5069,3432,2,2950000,2,2,4,24
5450,2014,1,0,1279,1692,1,2950000,0,3,4,25
5458,1901,2,0,2000,3712,2,2942000,1,3,9,13
5470,1899,2,0,1875,2268,2,2926000,1,2,6,26
5481,1999,2,0,1600,2400,2,2925000,1,2,9,18
5482,1890,2,0,1363,3360,2,2925000,1,3,8,11
5484,1899,2,0,1686,2295,2,2925000,1,2,2,28
5485,1899,2,2,1800,3500,4,2925000,2,3,8,11
5501,1910,3,0,2000,3092,3,2905000,1,3,7,17
5576,1901,2,0,1248,3224,2,2900000,1,3,8,31
5577,1931,2,1,2000,3168,3,2900000,1,3,7,31
5581,1930,6,0,2500,4875,6,2900000,1,3,12,1
5583,1901,2,0,1667,2160,2,2900000,1,3,4,25
5584,1901,2,0,2282,2996,2,2900000,1,3,2,22
5619,1931,0,3,2774,5610,3,2875000,1,3,7,6
5690,1899,1,0,1980,3520,1,2850000,1,3,4,6
5691,1901,3,0,1280,3072,3,2850000,1,3,6,9
5692,1899,3,0,1935,3860,3,2850000,1,3,6,30
5693,1931,6,0,2500,4275,6,2850000,1,3,10,24
5696,1923,2,1,1688,3539,3,2850000,1,3,9,11
5745,1931,4,0,4007,4752,4,2825000,2,2,9,28
5778,2016,1,0,1752,2733,1,2800187,1,3,6,14
5853,1930,0,0,1808,5160,0,2800000,1,3,6,16
5856,1931,0,3,4767,4767,3,2800000,1,1,6,19
5857,1900,0,2,2600,4620,2,2800000,1,2,1,19
5862,1899,3,0,1550,3000,3,2800000,1,3,9,28
5863,1899,2,0,1540,3688,2,2800000,1,3,2,8
5867,1930,4,0,1760,2900,4,2800000,1,3,8,24
5899,1899,3,0,1723,3144,3,2788000,1,3,11,1
5904,1910,2,0,3405,2556,2,2785000,1,3,7,28
5928,1901,2,0,1800,2280,2,2765000,1,2,8,30
5930,1905,6,0,2500,4875,6,2760091,1,3,12,15
5932,1899,1,0,1750,2300,1,2760000,1,2,1,10
5936,1901,1,0,2504,2500,1,2755000,1,3,4,27
5999,1899,2,0,1975,3552,2,2750000,1,2,10,18
6001,1910,2,0,2000,2880,2,2750000,1,3,1,10
6003,1930,4,1,1920,6720,5,2750000,1,3,1,4
6007,1901,1,0,2000,3200,1,2750000,1,3,8,30
6008,1901,2,0,2315,2720,2,2750000,1,3,9,25
6010,1910,4,0,1410,3200,4,2750000,1,3,2,10
6011,1899,2,0,1615,2898,2,2750000,1,3,6,16
6012,1915,2,0,1917,3279,2,2750000,1,2,11,30
6033,1899,2,0,1540,2400,2,2745000,1,2,6,12
6051,1899,3,0,1000,2340,3,2730000,1,2,12,5
6066,2016,1,0,1680,2625,1,2725000,1,3,8,17
6067,1931,3,1,1530,3300,4,2725000,1,3,11,17
6068,1958,0,1,2504,5150,1,2725000,1,3,11,21
6069,2016,1,0,1576,2196,1,2723818,1,3,8,25
6103,1970,3,0,3008,5440,3,2700500,1,3,7,12
6186,1901,3,0,2167,3669,3,2700000,1,3,8,21
6190,1920,3,0,2000,2640,3,2700000,1,3,12,13
6195,1900,2,2,1481,3840,4,2700000,1,3,4,19
6196,1910,1,0,5000,2400,1,2700000,1,2.75,2,28
6199,1899,2,0,2500,4012,2,2700000,1,3,7,20
6200,1925,1,0,3615,3890,1,2700000,2,2.5,8,10
6201,1899,3,0,1261,2752,3,2700000,1,3,6,21
6202,1901,3,0,2000,3300,3,2700000,1,3,4,20
6219,2016,1,0,1683,2625,1,2698362,1,3,8,22
6228,1910,3,0,1950,2560,3,2695000,1,3,6,29
6229,1920,2,0,1505,2660,2,2695000,1,3,7,14
6238,1905,3,0,1600,3360,3,2690000,1,3,9,20
6265,1905,6,0,2315,4350,6,2675000,1,3,2,1
6267,1847,1,0,1020,1626,1,2675000,1,3,6,22
6269,1905,1,0,6580,2977,1,2675000,2,2.75,12,1
6271,1910,2,2,1250,2625,4,2675000,1,3,9,7
6273,2005,2,0,1667,4097,2,2674000,1,3.25,4,4
6282,1901,2,0,2600,2480,2,2670000,1,2,3,24
6356,1899,3,0,1667,2528,3,2650000,1,3,9,18
6357,1899,3,0,2200,2442,3,2650000,1,3,7,18
6358,1910,2,0,4585,2500,2,2650000,2,2,6,29
6359,1930,1,0,5000,4000,1,2650000,1,2,1,31
6360,1901,3,0,2000,2750,3,2650000,1,2,3,31
6361,1901,2,0,1360,1632,2,2650000,1,2,8,22
6362,1920,6,0,2500,4125,6,2650000,1,3,5,22
6384,1920,1,0,859,874,1,2645000,1,2,5,16
6398,1905,0,1,2025,1653,1,2635000,2,2.75,2,1
6403,1910,1,0,2000,4056,1,2627500,1,3,2,17
6417,1899,3,0,2200,3136,3,2625000,1,3,10,10
6437,1931,0,1,4000,3180,1,2615000,1,1,1,17
6438,1901,2,0,1875,2881,2,2615000,1,2,6,5
6439,1901,2,0,1833,3048,2,2615000,1,3,6,6
6441,1920,2,0,1250,1760,2,2610500,1,2,11,17
6548,1899,4,0,2000,3840,4,2600000,1,3,12,4
6549,1921,2,1,2000,4000,3,2600000,1,3,1,12
6550,1931,2,1,2000,5200,3,2600000,1,3,1,12
6551,1965,3,0,2805,5008,3,2600000,1,3,7,3
6552,1899,3,0,1600,5760,3,2600000,1,3,6,30
6555,1965,1,0,5877,3832,1,2600000,1,1,4,25
6556,1925,1,0,4000,2191,1,2600000,2,2,7,17
6557,1899,3,0,2000,4160,3,2600000,1,3,7,11
6562,1931,0,4,1608,3800,4,2600000,1,2,2,3
6601,1910,3,0,1600,2700,3,2576000,1,3,8,14
6619,1899,2,0,2000,3444,2,2575000,1,3,4,12
6620,1925,2,0,1947,3360,2,2575000,1,3,5,1
6632,1899,3,0,1833,2430,3,2570000,1,3,6,14
6633,1910,1,0,1503,2541,1,2570000,1,2,12,8
6639,1899,3,0,1667,2720,3,2565000,1,3,10,26
6647,2016,1,0,1683,2625,1,2560898,1,3,8,28
6656,1925,1,1,2500,5118,2,2559999,1,3,3,21
6710,1899,2,0,1650,2640,2,2550000,1,3,12,28
6711,1901,3,0,2100,4179,3,2550000,1,3,8,8
6712,1931,1,1,2805,4420,2,2550000,1,2,6,13
6713,1920,4,0,2000,2400,4,2550000,1,3,7,27
6714,1901,1,0,1250,2220,1,2550000,1,3,3,17
6719,1901,2,0,1700,2720,2,2550000,1,3,11,9
6720,1899,2,0,2000,2520,2,2550000,1,2,1,6
6721,1940,3,0,2000,3078,3,2550000,1,3,5,19
6722,1899,2,1,1450,3000,3,2550000,1,3,1,31
6724,1899,2,1,1932,2400,3,2550000,1,3,1,24
6725,1910,0,0,5862,5862,0,2550000,1,1,10,23
6749,1899,2,0,1360,2352,2,2545000,1,2,12,28
6757,2016,1,0,1683,2625,1,2540533,1,3,12,19
6767,1899,3,0,1200,2880,3,2535000,1,3,2,3
6768,1900,1,0,2000,1400,1,2535000,1,2,11,29
6775,1931,4,1,2000,5120,5,2530000,1,3,8,30
6792,1899,2,0,2520,3864,2,2525000,1,3,7,17
6793,1914,6,0,2650,5168,6,2525000,1,3,5,12
6794,1901,2,0,1750,2346,2,2525000,1,2,2,13
6795,1901,2,0,1784,2010,2,2525000,1,2,5,15
6807,2016,1,0,1752,2733,1,2521442,1,3,9,8
6813,1901,2,0,1710,3020,2,2520000,1,3,3,30
6834,1925,1,0,4000,1560,1,2510000,2,2.5,11,30
6835,1901,2,0,2000,3200,2,2510000,1,3,8,28
6836,1899,2,0,1733,2104,2,2510000,1,2,2,16
7000,1930,0,1,5250,2950,1,2500000,1,2,5,5
7001,1987,0,1,2525,2525,1,2500000,1,1,10,24
7002,1899,3,0,2000,3600,3,2500000,1,3,6,1
7003,1900,6,0,2667,6808,6,2500000,1,3,7,6
7005,1931,2,1,1625,3600,3,2500000,1,3,4,6
7007,1930,1,1,2000,3500,2,2500000,1,2,12,28
7008,1927,0,1,1950,3276,1,2500000,1,2,12,7
7010,1931,4,1,2500,4500,5,2500000,2,3,7,11
7011,1899,3,0,2617,3600,3,2500000,1,3,8,2
7013,1930,3,0,1901,3695,3,2500000,1,3,4,4
7015,1920,6,0,2250,5400,6,2500000,1,3,9,28
7016,1910,1,0,5100,3471,1,2500000,2,2.5,7,28
7017,1930,2,2,1915,4300,4,2500000,1,3,7,21
7019,1901,2,0,1219,2752,2,2500000,1,3,7,10
7020,1899,2,0,2142,3652,2,2500000,1,3,2,21
7021,1905,4,0,1378,3200,4,2500000,1,3,1,26
7022,1931,0,1,3000,1600,1,2500000,1,1,4,27
7023,1930,1,0,4000,2568,1,2500000,2,2,4,17
7026,1930,2,0,3615,4800,2,2500000,2,2.5,4,3
7028,1910,2,0,2000,2800,2,2500000,1,3,8,28
7029,1899,2,0,1750,2295,2,2500000,1,2,7,10
7030,1899,2,0,1700,2040,2,2500000,1,2,2,13
7031,1899,2,0,1800,3672,2,2500000,1,3,9,27
7033,1910,2,0,2500,2872,2,2500000,2,2,7,19
7062,1910,2,0,2283,3756,2,2499000,1,2.5,3,22
7063,1910,1,0,5500,3492,1,2499000,2,2.5,5,8
7078,1901,2,0,1925,2685,2,2495000,1,2,3,27
7097,1900,4,0,2025,3200,4,2487500,1,3,6,6
7108,1920,2,0,1733,2430,2,2479000,1,3,2,1
7120,1901,2,0,1667,2016,2,2475000,1,2,11,13
7134,1931,2,0,1600,3680,2,2470000,1,3,4,13
7138,1910,3,0,1600,2700,3,2465000,1,3,8,3
7148,1899,3,0,2033,3360,3,2460000,1,3,12,6
7196,1899,1,0,2000,4115,1,2450000,1,3,5,3
7197,1931,6,0,2600,5850,6,2450000,1,3,9,21
7200,1931,4,1,2500,6200,5,2450000,2,3,7,31
7203,1910,1,0,5500,3652,1,2450000,1,2.75,9,5
7204,1910,2,0,1583,1664,2,2450000,1,2,9,1
7206,1997,1,0,4000,5332,1,2450000,2,2.5,5,5
7207,1908,6,0,2500,5400,6,2450000,1,3,5,16
7208,1930,2,0,3500,4024,2,2450000,1,2.75,9,11
7209,1930,3,0,1492,3360,3,2450000,1,3,12,29
7211,1920,1,0,1700,1862,1,2450000,1,2,8,28
7212,1901,2,0,1960,2783,2,2450000,1,2,12,11
7246,1899,3,0,1875,2130,3,2437500,1,3,12,14
7266,1960,2,0,2304,3840,2,2425000,1,3,9,25
7267,1985,3,0,2504,6200,3,2425000,2,3,12,28
7269,1901,1,0,1667,2210,1,2425000,1,2,11,22
7270,1899,3,0,1500,3600,3,2425000,1,3,3,16
7275,2016,1,0,1683,2625,1,2423435,1,3,10,24
7282,1901,2,0,1683,2172,2,2420000,1,2,9,8
7307,1899,1,0,1125,1710,1,2405000,1,3,10,31
7423,1899,2,0,1600,2880,2,2400000,1,3,11,21
7424,1899,2,0,2000,3600,2,2400000,1,2.75,3,10
7425,1899,2,0,3036,3542,2,2400000,1,3,1,19
7426,1931,4,0,2000,3000,4,2400000,1,2.5,12,15
7427,1920,2,0,4007,2368,2,2400000,2,2.75,9,27
7428,1910,2,0,1500,2300,2,2400000,1,2,7,7
7429,1899,3,0,2620,3600,3,2400000,1,3,2,9
7434,1899,3,0,1933,2625,3,2400000,1,3,8,18
7437,1925,0,3,1701,3660,3,2400000,1,3,1,30
7438,1925,1,0,3400,1724,1,2400000,2,2.5,6,29
7439,1930,2,0,4620,3064,2,2400000,2,2,1,5
7441,1899,2,0,2000,2450,2,2400000,1,2,10,2
7442,1899,2,0,1775,2295,2,2400000,1,2,5,5
7443,1901,2,0,1800,2160,2,2400000,1,2,1,27
7444,1899,3,0,2000,2808,3,2400000,1,3,12,15
7446,1899,3,0,1200,3600,3,2400000,1,3,3,16
7447,1930,1,0,2500,2750,1,2400000,1,1.5,12,7
7448,1899,1,0,2500,1000,1,2400000,2,2,12,15
7485,1899,3,0,2083,2400,3,2399888,1,3,8,9
7514,1910,1,0,5000,3340,1,2386150,2,2.5,6,1
7527,1920,1,0,1800,2328,1,2380000,1,3,12,7
7549,1935,3,0,3476,4711,3,2375000,2,3,5,16
7550,1920,0,1,6050,5800,1,2375000,1,1,1,10
7587,1901,3,0,2358,2466,3,2355000,1,2,12,28
7592,1925,3,0,4017,4669,3,2350500,1,2.75,12,20
7655,1899,2,0,1800,2984,2,2350000,1,3,7,24
7658,1931,6,0,2000,4125,6,2350000,1,3,3,7
7659,1910,2,0,2000,2916,2,2350000,1,2,2,15
7660,1899,3,0,1875,1620,3,2350000,1,2,8,25
7662,1899,1,0,1200,840,1,2350000,1,2,5,16
7663,1931,2,1,1750,2112,3,2350000,1,3,9,28
7667,1901,2,0,1800,2510,2,2350000,1,2,6,5
7681,1915,2,0,1917,3279,2,2349000,1,2,9,19
7695,1899,3,0,1500,2100,3,2340000,1,3,9,28
7696,1899,3,0,2000,2160,3,2340000,1,2,11,27
7697,1899,1,0,6000,2808,1,2340000,2,2.75,7,6
7749,1931,0,1,3375,5983,1,2325000,1,1,2,21
7752,1925,2,0,5110,3400,2,2325000,2,2,10,25
7755,1928,0,3,2200,4140,3,2325000,1,3,8,10
7767,1920,6,0,2000,4800,6,2320000,1,3,4,21
7776,1901,3,0,1667,2160,3,2315625,1,3,9,27
7782,1899,2,0,2000,3600,2,2315000,1,3,7,18
7787,2016,1,0,1620,2196,1,2311427,1,3,10,25
7928,1910,1,0,6560,2855,1,2300000,2,2.5,1,6
7929,1901,2,0,2000,3300,2,2300000,1,2,8,3
7930,1915,3,0,2000,3200,3,2300000,1,3,5,1
7931,1899,3,0,1600,3600,3,2300000,1,3,6,30
7932,1910,4,0,2000,3480,4,2300000,1,3,2,13
7934,1899,2,0,1500,2720,2,2300000,1,3,7,28
7935,1910,2,0,1667,2905,2,2300000,1,3,2,24
7936,1899,3,0,2000,2400,3,2300000,1,3,3,30
7937,1960,3,0,2504,4225,3,2300000,1,3,6,7
7939,1931,5,0,2500,3750,5,2300000,1,3,3,27
7941,1931,0,1,4167,4160,1,2300000,1,1,2,15
7943,1931,2,1,1111,2500,3,2300000,1,3,8,31
7944,1899,3,0,2500,3375,3,2300000,1,3,12,19
7945,1931,6,0,1875,3900,6,2300000,1,3,6,20
7946,1920,1,0,6240,2806,1,2300000,1,2.5,2,1
7947,1930,2,1,4180,5744,3,2300000,2,2.5,8,31
7948,1930,2,0,4180,3280,2,2300000,2,2.5,11,17
7949,1901,2,0,710,1620,2,2300000,1,3,2,2
7950,1899,2,0,1667,2080,2,2300000,1,2,12,29
7951,1899,2,0,2500,2256,2,2300000,2,2,3,10
7953,1899,3,0,2250,2850,3,2300000,1,3,8,4
7954,1920,1,0,1500,1800,1,2300000,1,2,6,7
7955,1935,4,2,1430,3922,6,2300000,1,3,5,1
7956,1935,0,1,2504,2500,1,2300000,1,1,11,21
7957,1910,3,0,2500,3480,3,2300000,1,3,5,31
7987,1910,2,0,2096,2340,2,2299000,1,3,4,27
7995,1925,1,0,5280,2690,1,2295000,2,2.5,3,28
7996,1920,3,0,1658,3800,3,2295000,1,3,4,4
7999,1910,3,0,2000,2700,3,2294000,1,3,4,3
8002,2016,2,0,3280,2810,2,2292205,2,3,12,14
8025,1931,1,2,1892,3900,3,2280000,1,3,4,7
8026,1910,3,0,2400,2190,3,2280000,1,3,5,8
8029,1930,4,0,2030,2700,4,2275180,1,3,11,21
8057,1899,3,0,2000,2160,3,2275000,1,3,5,26
8060,1901,3,0,2500,3156,3,2275000,1,3,2,14
8064,1899,2,0,1750,2295,2,2272500,1,2,9,6
8071,1910,6,0,5877,6264,6,2270000,2,3,12,8
8080,2010,1,0,5000,4758,1,2267500,1,3,2,27
8099,1899,1,0,2183,2247,1,2262500,1,2,7,27
8107,1928,6,0,2500,4875,6,2260000,1,3,12,6
8114,1930,4,0,2500,3000,4,2250600,1,3,12,14
8115,1920,1,0,4000,3240,1,2250500,2,2.5,7,10
8203,1900,4,0,2192,2656,4,2250000,1,3,6,28
8207,1901,2,0,1667,1280,2,2250000,1,2,8,23
8210,1920,2,0,2000,1716,2,2250000,1,2,5,25
8213,1899,2,0,1933,2610,2,2250000,1,2,3,31
8214,1910,3,0,2500,2625,3,2250000,1,3,6,30
8215,1920,1,1,2776,3750,2,2250000,2,3,12,12
8216,1910,2,1,2375,2625,3,2250000,1,3,11,15
8217,1899,3,0,1615,2898,3,2250000,1,3,12,21
8237,1915,1,0,1700,1482,1,2245000,1,2,6,15
8258,1910,2,1,1980,3200,3,2240000,1,3,4,28
8268,2015,1,0,1275,2295,1,2235058,1,3,5,11
8269,2015,1,0,1275,2295,1,2235058,0,3,7,7
8282,1899,3,0,1667,3340,3,2226000,1,3,1,9
8298,1955,1,0,5000,2787,1,2225000,2,1.5,12,19
8300,1910,3,0,2000,2772,3,2225000,1,3,11,7
8301,1931,5,1,2113,4500,6,2225000,1,3,3,10
8319,1910,3,0,1750,3130,3,2219000,1,3,5,12
8327,2015,1,0,1275,2295,1,2215029,1,3,6,22
8328,2015,1,0,1275,2295,1,2215029,1,3,5,4
8332,1930,4,0,1213,2400,4,2215000,1,3,2,8
8334,1910,4,0,1900,2800,4,2215000,1,3,7,12
8340,1899,3,0,1875,2100,3,2210000,2,3,9,29
8496,1910,1,0,4266,2160,1,2200000,1,2,4,27
8497,1899,2,0,1600,3600,2,2200000,1,3,9,5
8498,1931,3,0,1875,2532,3,2200000,1,3,8,17
8500,1920,3,0,3367,2800,3,2200000,2,2,1,23
8501,1927,4,1,2000,5400,5,2200000,1,3,12,28
8503,1965,2,1,2905,4959,3,2200000,1,3,2,16
8504,1910,3,0,4007,3180,3,2200000,2,2.75,1,12
8505,1931,4,0,3000,4000,4,2200000,1,2,12,13
8506,1900,4,0,1683,2120,4,2200000,1,3,10,12
8508,1901,2,0,2200,4008,2,2200000,1,3,5,18
8509,1920,2,1,2842,5610,3,2200000,1,3,4,20
8510,1910,3,0,2200,3000,3,2200000,1,3,9,22
8521,1950,1,1,5333,2434,2,2200000,2,2,11,15
8522,1910,2,0,2000,2128,2,2200000,1,2,11,2
8523,1899,2,0,1750,1986,2,2200000,1,2,1,24
8526,1930,6,0,2500,6000,6,2200000,1,3,7,11
8528,1920,2,0,6415,4320,2,2200000,1,2,5,5
8529,1901,1,0,4000,1458,1,2200000,1,2.75,6,27
8532,1901,3,0,1700,2016,3,2200000,1,3,10,31
8533,1920,5,0,2083,3916,5,2200000,1,3.5,2,2
8538,1899,2,1,1800,4000,3,2200000,1,3,6,14
8539,1899,2,0,1667,1920,2,2200000,1,2,1,25
8541,1926,5,1,1950,4458,6,2200000,1,3,2,9
8542,1899,2,1,2500,5319,3,2200000,1,3,11,8
8543,1899,2,0,2000,1800,2,2200000,1,2,12,8
8546,1899,3,0,1449,3360,3,2200000,1,3,12,19
8548,1931,5,1,1800,4860,6,2200000,1,3,8,2
8588,2015,1,0,1275,2295,1,2195000,1,3,6,19
